,ClusterId,ClusterName,code,Description
12203,DRSMOK11,Asthma-related drug treatment codes,c13f.,Ventodisks 200micrograms disk refill 14x8
12204,DRSMOK11,Asthma-related drug treatment codes,c13g.,Ventodisks 400micrograms disk refill 14x8
12205,DRSMOK11,Asthma-related drug treatment codes,c13h.,Salbuvent 100micrograms inhaler
12206,DRSMOK11,Asthma-related drug treatment codes,c13i.,Salbuvent Rondo 100micrograms inhaler
12207,DRSMOK11,Asthma-related drug treatment codes,c13j.,Salbuvent 5mg/mL respirator solution
12208,DRSMOK11,Asthma-related drug treatment codes,c13l.,Aerolin 100micrograms Autohaler 200d
12209,DRSMOK11,Asthma-related drug treatment codes,c13m.,Ventolin 5mg/2.5mL Nebule
12210,DRSMOK11,Asthma-related drug treatment codes,c13n.,Aerolin 100micrograms Autohaler 100d
12211,DRSMOK11,Asthma-related drug treatment codes,c13o.,Salbutamol 5mg/2.5mL nebulisation unit
12212,DRSMOK11,Asthma-related drug treatment codes,c13p.,Maxivent 100micrograms inhaler
12213,DRSMOK11,Asthma-related drug treatment codes,c13q.,Salbutamol 200 Cyclocap
12214,DRSMOK11,Asthma-related drug treatment codes,c13r.,Salbutamol 400 Cyclocap
12215,DRSMOK11,Asthma-related drug treatment codes,c13v.,Salbutamol 100micrograms inhaler
12216,DRSMOK11,Asthma-related drug treatment codes,c13w.,Salbutamol 2.5mg/2.5mL nebulisation unit
12217,DRSMOK11,Asthma-related drug treatment codes,c13x.,Salbutamol 200micrograms inhalation capsule
12218,DRSMOK11,Asthma-related drug treatment codes,c13y.,Salbutamol 400micrograms inhalation capsule
12219,DRSMOK11,Asthma-related drug treatment codes,c13z.,Salbutamol 100mg/20mL nebuliser solution
12220,DRSMOK11,Asthma-related drug treatment codes,c14..,Terbutaline sulphate [respiratoty use]
12221,DRSMOK11,Asthma-related drug treatment codes,c141.,Bricanyl 5mg tablet
12222,DRSMOK11,Asthma-related drug treatment codes,c142.,Bricanyl 1.5mg/5mL s/f syrup
12223,DRSMOK11,Asthma-related drug treatment codes,c143.,Bricanyl 500micrograms/1mL injection
12224,DRSMOK11,Asthma-related drug treatment codes,c144.,Bricanyl 250micrograms inhaler
12225,DRSMOK11,Asthma-related drug treatment codes,c145.,Bricanyl 250micrograms inhaler refill
12226,DRSMOK11,Asthma-related drug treatment codes,c146.,Bricanyl 250micrograms spacer inhaler
12227,DRSMOK11,Asthma-related drug treatment codes,c147.,Bricanyl 5mg/2mL Respule
12228,DRSMOK11,Asthma-related drug treatment codes,c148.,Bricanyl 100mg/10mL nebuliser solution
12229,DRSMOK11,Asthma-related drug treatment codes,c149.,Bricanyl SA 7.5mg m/r tablet
12230,DRSMOK11,Asthma-related drug treatment codes,c14a.,Monovent 5mg tablet
12231,DRSMOK11,Asthma-related drug treatment codes,c14b.,Monovent 1.5mg/5mL syrup
12232,DRSMOK11,Asthma-related drug treatment codes,c14c.,Monovent SA 7.5mg m/r tablet
12233,DRSMOK11,Asthma-related drug treatment codes,c14e.,Bricanyl 2.5mg/5mL intravenous infusion
12234,DRSMOK11,Asthma-related drug treatment codes,c14f.,Bricanyl 500micrograms Turbohaler
12235,DRSMOK11,Asthma-related drug treatment codes,c14g.,Terbutaline 500micrograms inhaler
12236,DRSMOK11,Asthma-related drug treatment codes,c14h.,Terbutaline sulphate 2.5mg/5mL intravenous infusion
12237,DRSMOK11,Asthma-related drug treatment codes,c14i.,Terbutaline sulphate 200mg/20mL nebuliser solution
12238,DRSMOK11,Asthma-related drug treatment codes,c14j.,Terbutaline sulph 500mcg breath-actuated dry powder inhaler
12239,DRSMOK11,Asthma-related drug treatment codes,c14k.,Bricanyl 200mg/20mL respirator solution
12240,DRSMOK11,Asthma-related drug treatment codes,c14r.,Terbutaline sulphate 5mg tablet
12241,DRSMOK11,Asthma-related drug treatment codes,c14s.,Terbutaline sulphate 500micrograms/1mL injection
12242,DRSMOK11,Asthma-related drug treatment codes,c14t.,Terbutaline sulphate 250micrograms inhaler
12243,DRSMOK11,Asthma-related drug treatment codes,c14u.,Terbutaline sulphate 250micrograms inhaler refill
12244,DRSMOK11,Asthma-related drug treatment codes,c14v.,Terbutaline sulphate 250micrograms spacer inhaler
12245,DRSMOK11,Asthma-related drug treatment codes,c14w.,Terbutaline sulphate 5mg/2mL nebulisation unit
12246,DRSMOK11,Asthma-related drug treatment codes,c14x.,Terbutaline sulphate 100mg/10mL nebuliser solution
12247,DRSMOK11,Asthma-related drug treatment codes,c14y.,Terbutaline sulphate 7.5mg m/r tablet
12248,DRSMOK11,Asthma-related drug treatment codes,c14z.,Terbutaline sulphate 1.5mg/5mL syrup
12249,DRSMOK11,Asthma-related drug treatment codes,c15..,Fenoterol hydrobromide
12250,DRSMOK11,Asthma-related drug treatment codes,c151.,Berotec 200 inhaler
12251,DRSMOK11,Asthma-related drug treatment codes,c152.,Berotec 100mg/20mL nebuliser solution
12252,DRSMOK11,Asthma-related drug treatment codes,c153.,Berotec 100 inhaler
12253,DRSMOK11,Asthma-related drug treatment codes,c154.,Fenoterol hydrobromide 100micrograms inhaler
12254,DRSMOK11,Asthma-related drug treatment codes,c15y.,Fenoterol hydrobromide 200micrograms inhaler
12255,DRSMOK11,Asthma-related drug treatment codes,c15z.,Fenoterol hydrobromide 100mg/20mL nebuliser solution
12256,DRSMOK11,Asthma-related drug treatment codes,c19..,Salmeterol product
12257,DRSMOK11,Asthma-related drug treatment codes,c191.,Salmeterol 25micrograms inhaler
12258,DRSMOK11,Asthma-related drug treatment codes,c192.,Serevent 25micrograms inhaler
12259,DRSMOK11,Asthma-related drug treatment codes,c193.,Serevent 50micrograms/blister disks+diskhaler
12260,DRSMOK11,Asthma-related drug treatment codes,c194.,Serevent 50micrograms/blister disks refill
12261,DRSMOK11,Asthma-related drug treatment codes,c195.,Salmeterol 50micrograms/blister disks+disk inhaler
12262,DRSMOK11,Asthma-related drug treatment codes,c196.,Salmeterol 50micrograms/blister disks refill
12263,DRSMOK11,Asthma-related drug treatment codes,c197.,Salmeterol 50micrograms breath-actuated dry powder inhaler
12264,DRSMOK11,Asthma-related drug treatment codes,c198.,Serevent 50micrograms Accuhaler
12265,DRSMOK11,Asthma-related drug treatment codes,c199.,Serevent 25micrograms Evohaler
12266,DRSMOK11,Asthma-related drug treatment codes,c19A.,NEOVENT 25micrograms CFC-free inhaler
12267,DRSMOK11,Asthma-related drug treatment codes,c19B.,VERTINE 25micrograms CFC-free inhaler
12268,DRSMOK11,Asthma-related drug treatment codes,c19z.,Salmeterol 25micrograms CFC-free inhaler
12269,DRSMOK11,Asthma-related drug treatment codes,c1B..,Bambuterol hydrochloride
12270,DRSMOK11,Asthma-related drug treatment codes,c1B1.,Bambec 10mg tablet
12271,DRSMOK11,Asthma-related drug treatment codes,c1B2.,Bambec 20mg tablet
12272,DRSMOK11,Asthma-related drug treatment codes,c1B3.,Bambuterol hydrochloride 10mg tablet
12273,DRSMOK11,Asthma-related drug treatment codes,c1B4.,Bambuterol hydrochloride 20mg tablet
12274,DRSMOK11,Asthma-related drug treatment codes,c1C..,Formoterol
12275,DRSMOK11,Asthma-related drug treatment codes,c1C1.,Formoterol fumarate 12micrograms inhalation capsules+inhaler
12276,DRSMOK11,Asthma-related drug treatment codes,c1C2.,Foradil 12micrograms inhalation capsules+inhaler
12277,DRSMOK11,Asthma-related drug treatment codes,c1C3.,Formoterol fumarate 6micrograms breath-act dry powder inh
12278,DRSMOK11,Asthma-related drug treatment codes,c1C4.,Formoterol fumarate 12micrograms breath-act dry powder inh
12279,DRSMOK11,Asthma-related drug treatment codes,c1C5.,Oxis 6micrograms Turbohaler
12280,DRSMOK11,Asthma-related drug treatment codes,c1C6.,Oxis 12micrograms Turbohaler
12281,DRSMOK11,Asthma-related drug treatment codes,c1C7.,Atimos Modulite 12micrograms metered dose inhaler
12282,DRSMOK11,Asthma-related drug treatment codes,c1C8.,FORMOTEROL EASYHALER 12micrograms breath-act dry powder inh
12283,DRSMOK11,Asthma-related drug treatment codes,c1Cy.,FORMOTEROL FUMARATE DIHYDRATE 12mcg breath-act dry pdr inh
12284,DRSMOK11,Asthma-related drug treatment codes,c1Cz.,Formoterol fumarate dihydrate 12mcg metered dose inhaler
12285,DRSMOK11,Asthma-related drug treatment codes,c1D..,Salmeterol+fluticasone propionate
12286,DRSMOK11,Asthma-related drug treatment codes,c1D1.,Seretide 100 Accuhaler
12287,DRSMOK11,Asthma-related drug treatment codes,c1D2.,Seretide 250 Accuhaler
12288,DRSMOK11,Asthma-related drug treatment codes,c1D3.,Seretide 500 Accuhaler
12289,DRSMOK11,Asthma-related drug treatment codes,c1D4.,Seretide 50 Evohaler
12290,DRSMOK11,Asthma-related drug treatment codes,c1D5.,Seretide 125 Evohaler
12291,DRSMOK11,Asthma-related drug treatment codes,c1D6.,Seretide 250 Evohaler
12292,DRSMOK11,Asthma-related drug treatment codes,c1D7.,SIRDUPLA 25micrograms/125micrograms inhaler
12293,DRSMOK11,Asthma-related drug treatment codes,c1D8.,SIRDUPLA 25micrograms/250micrograms inhaler
12294,DRSMOK11,Asthma-related drug treatment codes,c1D9.,AIRFLUSAL FORSPIRO 50micrograms/500micrograms pdr inhaler
12295,DRSMOK11,Asthma-related drug treatment codes,c1Du.,Salmeterol+fluticasone propionate 25mcg/50mcg CFC-free inh
12296,DRSMOK11,Asthma-related drug treatment codes,c1Dv.,Salmeterol+fluticasone propionate 25mcg/125mcg CFC-free inh
12297,DRSMOK11,Asthma-related drug treatment codes,c1Dw.,Salmeterol+fluticasone propionate 25mcg/250mcg CFC-free inh
12298,DRSMOK11,Asthma-related drug treatment codes,c1Dx.,Salmeterol+fluticasone propionate 50mcg/100mcg b-act pdr inh
12299,DRSMOK11,Asthma-related drug treatment codes,c1Dy.,Salmeterol+fluticasone propionate 50mcg/250mcg b-act pdr inh
12300,DRSMOK11,Asthma-related drug treatment codes,c1Dz.,Salmeterol+fluticasone propionate 50mcg/500mcg b-act pdr inh
12301,DRSMOK11,Asthma-related drug treatment codes,c1E..,Salbutamol [inhalation preparations 2]
12302,DRSMOK11,Asthma-related drug treatment codes,c1E1.,Salamol Easi-Breathe 100mcg CFC-free breath-act aerosol inh
12303,DRSMOK11,Asthma-related drug treatment codes,c1E2.,Pulvinal Salbutamol 200mcg breath-act dry powder inhaler
12304,DRSMOK11,Asthma-related drug treatment codes,c1E3.,Ventodisks 200micrograms diskhaler 15x8
12305,DRSMOK11,Asthma-related drug treatment codes,c1E4.,Ventodisks 400micrograms diskhaler 15x8
12306,DRSMOK11,Asthma-related drug treatment codes,c1E5.,Ventodisks 200micrograms disk refill 15x8
12307,DRSMOK11,Asthma-related drug treatment codes,c1E6.,Ventodisks 400micrograms disk refill 15x8
12308,DRSMOK11,Asthma-related drug treatment codes,c1E7.,Easyhaler Salbutamol 100mcg breath-actuated dry powder inh
12309,DRSMOK11,Asthma-related drug treatment codes,c1E8.,Easyhaler Salbutamol 200mcg breath-actuated dry powder inh
12310,DRSMOK11,Asthma-related drug treatment codes,c1E9.,SALBULIN NOVOLIZER 100micrograms cartridge and inhaler
12311,DRSMOK11,Asthma-related drug treatment codes,c1EA.,SALBUTAMOL 100micrograms dry powder cartridge and inhaler
12312,DRSMOK11,Asthma-related drug treatment codes,c1EB.,SALBULIN NOVOLIZER 100micrograms dry powder cartridge refill
12313,DRSMOK11,Asthma-related drug treatment codes,c1EC.,SALBUTAMOL 100micrograms dry powder cartridge refill
12314,DRSMOK11,Asthma-related drug treatment codes,c1ED.,VENTOLIN 50mg/10mL respirator solution
12315,DRSMOK11,Asthma-related drug treatment codes,c1EE.,SALBUTAMOL 50mg/10mL respirator solution
12316,DRSMOK11,Asthma-related drug treatment codes,c1b..,INDACATEROL
12317,DRSMOK11,Asthma-related drug treatment codes,c1b1.,ONBREZ BREEZHALER 150micrograms inhalation capsules+inhaler
12318,DRSMOK11,Asthma-related drug treatment codes,c1b2.,INDACATEROL 150micrograms inhalation capsules+inhaler
12319,DRSMOK11,Asthma-related drug treatment codes,c1b3.,ONBREZ BREEZHALER 300micrograms inhalation capsules+inhaler
12320,DRSMOK11,Asthma-related drug treatment codes,c1b4.,INDACATEROL 300micrograms inhalation capsules+inhaler
12321,DRSMOK11,Asthma-related drug treatment codes,c1c..,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE
12322,DRSMOK11,Asthma-related drug treatment codes,c1c1.,FLUTIFORM 50micrograms/5micrograms inhaler
12323,DRSMOK11,Asthma-related drug treatment codes,c1c2.,FLUTIFORM 125micrograms/5micrograms inhaler
12324,DRSMOK11,Asthma-related drug treatment codes,c1c3.,FLUTIFORM 250micrograms/10micrograms inhaler
12325,DRSMOK11,Asthma-related drug treatment codes,c1cx.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 250mcg/10mcg inh
12326,DRSMOK11,Asthma-related drug treatment codes,c1cy.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 125mcg/5mcg inh
12327,DRSMOK11,Asthma-related drug treatment codes,c1cz.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 50mcg/5mcg inh
12328,DRSMOK11,Asthma-related drug treatment codes,c1d..,OLODATEROL
12329,DRSMOK11,Asthma-related drug treatment codes,c1d1.,STRIVERDI RESPIMAT 2.5micrograms inhaler
12330,DRSMOK11,Asthma-related drug treatment codes,c1d2.,OLODATEROL 2.5micrograms inhaler
12331,DRSMOK11,Asthma-related drug treatment codes,c1e..,INDACATEROL+GLYCOPYRRONIUM
12332,DRSMOK11,Asthma-related drug treatment codes,c1e1.,ULTIBRO BREEZHALER 85mcg/43mcg inh powder capsules+inhaler
12333,DRSMOK11,Asthma-related drug treatment codes,c1e2.,INDACATEROL+GLYCOPYRRONIUM 85mcg/43mcg inh powder caps+inh
12334,DRSMOK11,Asthma-related drug treatment codes,c221.,Ephedrine hydrochloride 15mg tablet
12335,DRSMOK11,Asthma-related drug treatment codes,c222.,Ephedrine hydrochloride 30mg tablet
12336,DRSMOK11,Asthma-related drug treatment codes,c224.,Ephedrine hydrochloride 15mg/5mL elixir
12337,DRSMOK11,Asthma-related drug treatment codes,c226.,CAM 4mg/5mL s/f mixture
12338,DRSMOK11,Asthma-related drug treatment codes,c227.,Ephedrine hydrochloride 4mg/5mL s/f mixture
12339,DRSMOK11,Asthma-related drug treatment codes,c25..,Orciprenaline sulphate [respiratory use]
12340,DRSMOK11,Asthma-related drug treatment codes,c251.,Alupent 20mg tablet
12341,DRSMOK11,Asthma-related drug treatment codes,c252.,Alupent 10mg/5mL s/f syrup
12342,DRSMOK11,Asthma-related drug treatment codes,c253.,Alupent 500micrograms/1mL injection
12343,DRSMOK11,Asthma-related drug treatment codes,c254.,Alupent 750micrograms inhaler
12344,DRSMOK11,Asthma-related drug treatment codes,c255.,Alupent 750micrograms inhaler refill
12345,DRSMOK11,Asthma-related drug treatment codes,c25v.,Orciprenaline sulphate 20mg tablet
12346,DRSMOK11,Asthma-related drug treatment codes,c25w.,Orciprenaline sulphate 10mg/5mL syrup
12347,DRSMOK11,Asthma-related drug treatment codes,c25x.,Orciprenaline 500micrograms/1mL injection
12348,DRSMOK11,Asthma-related drug treatment codes,c25y.,Orciprenaline sulphate 750micrograms inhaler
12349,DRSMOK11,Asthma-related drug treatment codes,c25z.,Orciprenaline sulphate 750micrograms inhaler refill
12350,DRSMOK11,Asthma-related drug treatment codes,c31..,Ipratropium bromide product
12351,DRSMOK11,Asthma-related drug treatment codes,c311.,Atrovent 20micrograms inhaler
12352,DRSMOK11,Asthma-related drug treatment codes,c312.,Atrovent 500micrograms/2mL nebuliser solution unit dose vial
12353,DRSMOK11,Asthma-related drug treatment codes,c313.,Atrovent Forte 40micrograms inhaler
12354,DRSMOK11,Asthma-related drug treatment codes,c314.,Atrovent 250micrograms/1mL nebuliser solution unit dose vial
12355,DRSMOK11,Asthma-related drug treatment codes,c315.,Atrovent 20micrograms Autohaler
12356,DRSMOK11,Asthma-related drug treatment codes,c316.,Steri-Neb Ipratropium 250micrograms/1mL nebulisation unit
12357,DRSMOK11,Asthma-related drug treatment codes,c317.,Steri-Neb Ipratropium 500micrograms/2mL nebulisation unit
12358,DRSMOK11,Asthma-related drug treatment codes,c318.,Atrovent 40micrograms Aerocap
12359,DRSMOK11,Asthma-related drug treatment codes,c319.,Atrovent 40micrograms Aerocap+Aerohaler device
12360,DRSMOK11,Asthma-related drug treatment codes,c31A.,Ipratropium bromide 40micrograms inhalation capsule
12361,DRSMOK11,Asthma-related drug treatment codes,c31B.,Ipratropium bromide 40micrograms capsule+inhaler device
12362,DRSMOK11,Asthma-related drug treatment codes,c31C.,Respontin 250micrograms/1mL Nebule
12363,DRSMOK11,Asthma-related drug treatment codes,c31D.,Respontin 500micrograms/2mL Nebule
12364,DRSMOK11,Asthma-related drug treatment codes,c31E.,Tropiovent 250micrograms/1mL Steripoule
12365,DRSMOK11,Asthma-related drug treatment codes,c31F.,Tropiovent 500micrograms/2mL Steripoule
12366,DRSMOK11,Asthma-related drug treatment codes,c31G.,Atrovent 20micrograms CFC-free inhaler
12367,DRSMOK11,Asthma-related drug treatment codes,c31t.,Ipratropium bromide 20micrograms CFC-free inhaler
12368,DRSMOK11,Asthma-related drug treatment codes,c31u.,Ipratropium bromide 20mcg breath-actuated aerosol inhaler
12369,DRSMOK11,Asthma-related drug treatment codes,c31v.,Ipratropium bromide 250micrograms/1mL nebuliser solution
12370,DRSMOK11,Asthma-related drug treatment codes,c31w.,Ipratropium bromide 500micrograms/2mL nebuliser solution
12371,DRSMOK11,Asthma-related drug treatment codes,c31x.,Ipratropium bromide 20micrograms inhaler
12372,DRSMOK11,Asthma-related drug treatment codes,c31z.,Ipratropium bromide 40micrograms inhaler
12373,DRSMOK11,Asthma-related drug treatment codes,c33..,Tiotropium
12374,DRSMOK11,Asthma-related drug treatment codes,c331.,Tiotropium 18micrograms inhalation capsule
12375,DRSMOK11,Asthma-related drug treatment codes,c332.,Tiotropium 18micrograms capsule+inhaler device
12376,DRSMOK11,Asthma-related drug treatment codes,c333.,TIOTROPIUM 2.5micrograms inhalation carts+inhaler device
12377,DRSMOK11,Asthma-related drug treatment codes,c33x.,SPIRIVA RESPIMAT 2.5mcg cartridges+Respimat inhaler device
12378,DRSMOK11,Asthma-related drug treatment codes,c33y.,Spiriva Combopack 18mcg cap+HandiHaler inhlaler device
12379,DRSMOK11,Asthma-related drug treatment codes,c33z.,Spiriva 18micrograms inhalation capsule
12380,DRSMOK11,Asthma-related drug treatment codes,c41..,Aminophylline
12381,DRSMOK11,Asthma-related drug treatment codes,c411.,Aminophylline 100mg tablet
12382,DRSMOK11,Asthma-related drug treatment codes,c412.,Aminophylline 250mg/10mL injection
12383,DRSMOK11,Asthma-related drug treatment codes,c413.,Aminophylline 500mg/2mL injection
12384,DRSMOK11,Asthma-related drug treatment codes,c414.,Aminophylline 50mg suppository
12385,DRSMOK11,Asthma-related drug treatment codes,c415.,Aminophylline 100mg suppository
12386,DRSMOK11,Asthma-related drug treatment codes,c416.,Aminophylline 150mg suppository
12387,DRSMOK11,Asthma-related drug treatment codes,c417.,Aminophylline 180mg suppository
12388,DRSMOK11,Asthma-related drug treatment codes,c418.,Aminophylline 360mg suppository
12389,DRSMOK11,Asthma-related drug treatment codes,c419.,Theodrox tablet
12390,DRSMOK11,Asthma-related drug treatment codes,c41A.,Norphyllin 100mg tablet
12391,DRSMOK11,Asthma-related drug treatment codes,c41B.,Norphyllin SR 225mg m/r tablet
12392,DRSMOK11,Asthma-related drug treatment codes,c41C.,Norphyllin SR 350mg m/r tablet
12393,DRSMOK11,Asthma-related drug treatment codes,c41a.,Phyllocontin Continus 225mg m/r tablet
12394,DRSMOK11,Asthma-related drug treatment codes,c41b.,Phyllocontin Continus Forte 350mg m/r tablet
12395,DRSMOK11,Asthma-related drug treatment codes,c41c.,Phyllocontin Continus 100mg paediatric m/r tablet
12396,DRSMOK11,Asthma-related drug treatment codes,c41d.,Aminophylline 225mg m/r tablet
12397,DRSMOK11,Asthma-related drug treatment codes,c41e.,Pecram 225mg m/r tablet
12398,DRSMOK11,Asthma-related drug treatment codes,c41f.,Aminophylline 350mg m/r tablet
12399,DRSMOK11,Asthma-related drug treatment codes,c41g.,Aminophylline 100mg m/r tablet
12400,DRSMOK11,Asthma-related drug treatment codes,c41h.,Amnivent 225 SR m/r tablet
12401,DRSMOK11,Asthma-related drug treatment codes,c41i.,Amnivent 350 SR m/r tablet
12402,DRSMOK11,Asthma-related drug treatment codes,c41j.,Min-I-Jet Aminophylline 250mg/10mL prefilled syringe
12403,DRSMOK11,Asthma-related drug treatment codes,c41k.,Aminophylline 250mg/10mL prefilled syringe
12404,DRSMOK11,Asthma-related drug treatment codes,c41m.,Aminophylline hydrate 225mg m/r tablet
12405,DRSMOK11,Asthma-related drug treatment codes,c43..,Theophylline product
12406,DRSMOK11,Asthma-related drug treatment codes,c431.,Biophylline 125mg/5mL syrup
12407,DRSMOK11,Asthma-related drug treatment codes,c432.,Nuelin 125mg tablet
12408,DRSMOK11,Asthma-related drug treatment codes,c433.,Nuelin 60mg/5mL liquid
12409,DRSMOK11,Asthma-related drug treatment codes,c434.,Lasma 300mg m/r tablet
12410,DRSMOK11,Asthma-related drug treatment codes,c435.,Nuelin SA 175mg m/r tablet
12411,DRSMOK11,Asthma-related drug treatment codes,c436.,Nuelin SA-250 m/r tablet
12412,DRSMOK11,Asthma-related drug treatment codes,c437.,Pro-Vent 300mg m/r capsule
12413,DRSMOK11,Asthma-related drug treatment codes,c438.,Slo-Phyllin 60mg m/r capsule
12414,DRSMOK11,Asthma-related drug treatment codes,c439.,Slo-Phyllin 125mg m/r capsule
12415,DRSMOK11,Asthma-related drug treatment codes,c43A.,Theophylline 200mg/10mL injection
12416,DRSMOK11,Asthma-related drug treatment codes,c43B.,Theophylline 10mg/5mL s/f oral solution
12417,DRSMOK11,Asthma-related drug treatment codes,c43a.,Slo-Phyllin 250mg m/r capsule
12418,DRSMOK11,Asthma-related drug treatment codes,c43b.,Theo-Dur 200mg m/r tablet
12419,DRSMOK11,Asthma-related drug treatment codes,c43c.,Theo-Dur 300mg m/r tablet
12420,DRSMOK11,Asthma-related drug treatment codes,c43d.,Theograd 350mg m/r tablet
12421,DRSMOK11,Asthma-related drug treatment codes,c43e.,Uniphyllin Continus 400mg m/r tablet
12422,DRSMOK11,Asthma-related drug treatment codes,c43f.,Uniphyllin Continus 200mg m/r tablet
12423,DRSMOK11,Asthma-related drug treatment codes,c43g.,Labophylline 200mg/10mL injection
12424,DRSMOK11,Asthma-related drug treatment codes,c43h.,Uniphyllin Continus 300mg m/r tablet
12425,DRSMOK11,Asthma-related drug treatment codes,c43i.,Biophylline 350mg m/r tablet
12426,DRSMOK11,Asthma-related drug treatment codes,c43j.,Biophylline 500mg m/r tablet
12427,DRSMOK11,Asthma-related drug treatment codes,c43k.,Theophylline 500mg m/r tablet
12428,DRSMOK11,Asthma-related drug treatment codes,c43m.,Theophylline 125mg/5mL syrup
12429,DRSMOK11,Asthma-related drug treatment codes,c43n.,Theophylline 125mg tablet
12430,DRSMOK11,Asthma-related drug treatment codes,c43o.,Theophylline 60mg/5mL liquid
12431,DRSMOK11,Asthma-related drug treatment codes,c43p.,Theophylline 175mg m/r tablet
12432,DRSMOK11,Asthma-related drug treatment codes,c43q.,Theophylline 250mg m/r tablet
12433,DRSMOK11,Asthma-related drug treatment codes,c43r.,Theophylline 300mg m/r capsule
12434,DRSMOK11,Asthma-related drug treatment codes,c43s.,Theophylline 60mg m/r capsule
12435,DRSMOK11,Asthma-related drug treatment codes,c43t.,Theophylline 125mg m/r capsule
12436,DRSMOK11,Asthma-related drug treatment codes,c43u.,Theophylline 250mg m/r capsule
12437,DRSMOK11,Asthma-related drug treatment codes,c43v.,Theophylline 200mg m/r tablet
12438,DRSMOK11,Asthma-related drug treatment codes,c43w.,Theophylline 300mg m/r tablet
12439,DRSMOK11,Asthma-related drug treatment codes,c43x.,Theophylline 350mg m/r tablet
12440,DRSMOK11,Asthma-related drug treatment codes,c43y.,Theophylline 400mg m/r tablet
12441,DRSMOK11,Asthma-related drug treatment codes,c43z.,Theophylline 200mg tablet
12442,DRSMOK11,Asthma-related drug treatment codes,c51A.,Fenoterol+ipratropium 100micrograms/40micrograms inhaler
12443,DRSMOK11,Asthma-related drug treatment codes,c51B.,Fenoterol+ipratropium 100mcg/40mcg breath-act aerosl inhaler
12444,DRSMOK11,Asthma-related drug treatment codes,c51C.,Salbutamol+ipratropium 100micrograms/20micrograms inhaler
12445,DRSMOK11,Asthma-related drug treatment codes,c51D.,Combivent inhaler
12446,DRSMOK11,Asthma-related drug treatment codes,c51E.,Combivent Unit Dose Vial
12447,DRSMOK11,Asthma-related drug treatment codes,c51F.,Salbutamol+ipratropium 2.5mg/500mcg nebulisation unit
12448,DRSMOK11,Asthma-related drug treatment codes,c51G.,SALIPRANEB nebuliser solution 2.5mL
12449,DRSMOK11,Asthma-related drug treatment codes,c51H.,IPRATROPIUM BROMIDE+SALBUTAMOL 500mcg/2.5mg nebuliser soln
12450,DRSMOK11,Asthma-related drug treatment codes,c51i.,Duovent inhaler
12451,DRSMOK11,Asthma-related drug treatment codes,c51n.,Rybarvin inhalant solution 30mL
12452,DRSMOK11,Asthma-related drug treatment codes,c51v.,Duovent UDV nebuliser solution 4mL
12453,DRSMOK11,Asthma-related drug treatment codes,c51w.,Fenoterol hydrobr+ipratropium br 500mcg/1.25mg neb unit 4mL
12454,DRSMOK11,Asthma-related drug treatment codes,c51x.,Duovent Autohaler
12455,DRSMOK11,Asthma-related drug treatment codes,c531.,IPRAMOL STERI-NEB 2.5mg/500micrograms nebuliser soln 2.5mL
12456,DRSMOK11,Asthma-related drug treatment codes,c61..,Beclometasone dipropionate [respiratory use]
12457,DRSMOK11,Asthma-related drug treatment codes,c611.,Becloforte 250micrograms inhaler
12458,DRSMOK11,Asthma-related drug treatment codes,c612.,Becotide 50 inhaler
12459,DRSMOK11,Asthma-related drug treatment codes,c613.,Becotide 100micrograms Rotacap
12460,DRSMOK11,Asthma-related drug treatment codes,c614.,Becotide 200micrograms Rotacap
12461,DRSMOK11,Asthma-related drug treatment codes,c615.,Becotide Rotahaler
12462,DRSMOK11,Asthma-related drug treatment codes,c616.,Becotide 50micrograms/1mL nebuliser solution
12463,DRSMOK11,Asthma-related drug treatment codes,c617.,Becotide 100 inhaler
12464,DRSMOK11,Asthma-related drug treatment codes,c619.,Becodisk 100micrograms diskhaler 14x8
12465,DRSMOK11,Asthma-related drug treatment codes,c61A.,Beclometasone dipropionate 400mcg/blister disks+disk inh
12466,DRSMOK11,Asthma-related drug treatment codes,c61B.,Beclometasone dipropionate 400mcg/blister disks refill
12467,DRSMOK11,Asthma-related drug treatment codes,c61C.,Beclomethasone dipropionate 250mcg inh+spacer(large volume)
12468,DRSMOK11,Asthma-related drug treatment codes,c61D.,Beclometasone diprop 50mcg breath-actuated aerosol inhaler
12469,DRSMOK11,Asthma-related drug treatment codes,c61E.,Beclometasone diprop 250mcg breath-actuated aerosol inhaler
12470,DRSMOK11,Asthma-related drug treatment codes,c61F.,Beclometasone diprop 100mcg breath-actuated aerosol inhaler
12471,DRSMOK11,Asthma-related drug treatment codes,c61G.,Filair 50 inhaler
12472,DRSMOK11,Asthma-related drug treatment codes,c61H.,Filair 100micrograms inhaler
12473,DRSMOK11,Asthma-related drug treatment codes,c61J.,Filair Forte 250micrograms inhaler
12474,DRSMOK11,Asthma-related drug treatment codes,c61K.,Beclazone 50 inhaler
12475,DRSMOK11,Asthma-related drug treatment codes,c61L.,Beclazone 100 inhaler
12476,DRSMOK11,Asthma-related drug treatment codes,c61M.,Beclazone 250 inhaler
