type,code,bnf_code,nm
amp,4858111000001103,0205040D0BDACAC,Doxadura 4mg tablets (Dexcel-Pharma Ltd)
amp,11269911000001101,0205040D0BDADAQ,Doxadura XL 4mg tablets (Dexcel-Pharma Ltd)
amp,11098311000001104,0205040D0BEAAAQ,Slocinx XL 4mg tablets (Zentiva)
amp,11757711000001107,0205040D0BFAAAQ,Colixil XL 4mg tablets (Sandoz Ltd)
amp,11752411000001104,0205040D0BGAAAQ,Cardozin XL 4mg tablets (Arrow Generics Ltd)
amp,18197411000001107,0205040D0BGABAQ,Cardozin XL 4mg tablets (Almus Pharmaceuticals Ltd)
amp,11812211000001105,0205040D0BHAAAQ,Oxandosin XL 4mg tablets (Ratiopharm UK Ltd)
amp,13811611000001108,0205040D0BIAAAQ,Doxzogen XL 4mg tablets (Mylan)
amp,17338211000001104,0205040D0BJAAAQ,Larbex XL 4mg tablets (Teva UK Ltd)
amp,18164911000001108,0205040D0BKAAAQ,Raporsin XL 4mg tablets (Actavis UK Ltd)
amp,22380811000001105,0205040D0BKABAQ,Raporsin XL 4mg tablets (Arrow Generics Ltd)
amp,18033611000001101,0205040I0AAAAAA,Indoramin 25mg tablets (A A H Pharmaceuticals Ltd)
amp,18126411000001101,0205040I0AAAAAA,Indoramin 25mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18255411000001107,0205040I0AAAAAA,Indoramin 25mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,19706111000001106,0205040I0AAAAAA,Indoramin 25mg tablets (Advanz Pharma)
amp,3689111000001107,0205040I0BBAAAA,Baratol 25mg tablets (Amdipharm Plc)
amp,19535711000001107,0205040M0AAACAC,Phenoxybenzamine 10mg capsules (Advanz Pharma)
amp,20011311000001104,0205040M0AAACAC,Phenoxybenzamine 10mg capsules (A A H Pharmaceuticals Ltd)
amp,20360311000001106,0205040M0AAACAC,Phenoxybenzamine 10mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,22451111000001108,0205040M0AAACAC,Phenoxybenzamine 10mg capsules (DE Pharmaceuticals)
amp,5355311000001101,0205040M0AAADAD,Phenoxybenzamine 100mg/2ml concentrate for solution for infusion ampoules (A A H Pharmaceuticals Ltd)
amp,5356011000001108,0205040M0AAADAD,Phenoxybenzamine 100mg/2ml concentrate for solution for infusion ampoules (Mercury Pharma Group Ltd)
amp,5356211000001103,0205040M0AAADAD,Phenoxybenzamine 100mg/2ml concentrate for solution for infusion ampoules (Alliance Healthcare (Distribution) Ltd)
amp,8647811000001101,0205040M0AAAMAM,Phenoxybenzamine 25mg/5ml oral solution (Special Order)
amp,8648111000001109,0205040M0AAAMAM,Phenoxybenzamine 25mg/5ml oral suspension (Special Order)
amp,13020811000001108,0205040M0AAANAN,Phenoxybenzamine 10mg/5ml oral suspension (Special Order)
amp,13021111000001107,0205040M0AAANAN,Phenoxybenzamine 10mg/5ml oral solution (Special Order)
amp,13021411000001102,0205040M0AAAPAP,Phenoxybenzamine 5mg/5ml oral suspension (Special Order)
amp,13021711000001108,0205040M0AAAPAP,Phenoxybenzamine 5mg/5ml oral solution (Special Order)
amp,3895211000001109,0205040M0BBAAAC,Dibenyline 10mg capsules (Mercury Pharma Group Ltd)
amp,33685811000001100,0205040P0AAAAAA,Phentolamine 10mg/1ml solution for injection ampoules (Special Order)
amp,4078811000001109,0205040P0BBAAAA,Rogitine 10mg/1ml solution for injection ampoules (Alliance Pharmaceuticals Ltd)
amp,89711000001108,0205040S0AAABAB,Prazosin 500microgram tablets (A A H Pharmaceuticals Ltd)
amp,259311000001106,0205040S0AAABAB,Prazosin 500microgram tablets (The Boots Company Plc)
amp,898711000001102,0205040S0AAABAB,Prazosin 500microgram tablets (IVAX Pharmaceuticals UK Ltd)
amp,83811000001102,0205040S0AAACAC,Prazosin 1mg tablets (The Boots Company Plc)
amp,559411000001105,0205040S0AAACAC,Prazosin 1mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,778311000001107,0205040S0AAACAC,Prazosin 1mg tablets (A A H Pharmaceuticals Ltd)
amp,171211000001100,0205040S0AAADAD,Prazosin 2mg tablets (The Boots Company Plc)
amp,603711000001100,0205040S0AAADAD,Prazosin 2mg tablets (A A H Pharmaceuticals Ltd)
amp,703511000001102,0205040S0AAADAD,Prazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,24661311000001108,0205040S0AAADAD,Prazosin 2mg tablets (Special Order)
amp,342511000001100,0205040S0AAAEAE,Prazosin 5mg tablets (The Boots Company Plc)
amp,739211000001106,0205040S0AAAEAE,Prazosin 5mg tablets (A A H Pharmaceuticals Ltd)
amp,849411000001107,0205040S0AAAEAE,Prazosin 5mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,20275711000001104,0205040S0AAAEAE,Prazosin 5mg tablets (Special Order)
amp,13051711000001109,0205040S0AAAIAI,Prazosin 500micrograms/5ml oral suspension (Special Order)
amp,13052311000001101,0205040S0AAAIAI,Prazosin 500micrograms/5ml oral solution (Special Order)
amp,13050211000001108,0205040S0AAAJAJ,Prazosin 250micrograms/5ml oral suspension (Special Order)
amp,13050811000001109,0205040S0AAAJAJ,Prazosin 250micrograms/5ml oral solution (Special Order)
amp,8648411000001104,0205040S0AAAKAK,Prazosin 1mg/5ml oral solution (Special Order)
amp,8649011000001103,0205040S0AAAKAK,Prazosin 1mg/5ml oral suspension (Special Order)
amp,8648711000001105,0205040S0AAANAN,Prazosin 2mg/5ml oral solution (Special Order)
amp,8649311000001100,0205040S0AAANAN,Prazosin 2mg/5ml oral suspension (Special Order)
amp,321311000001100,0205040S0BBAAAB,Hypovase 500microgram tablets (Pfizer Ltd)
amp,347411000001101,0205040S0BBABAC,Hypovase 1mg tablets (Pfizer Ltd)
amp,150911000001104,0205040S0BBACAD,Hypovase 2mg tablets (Pfizer Ltd)
amp,4073411000001101,0205040S0BBAEAA,Hypovase tablets B.D. starter pack (Pfizer Ltd)
amp,27881811000001101,0205040S0BCABAD,Minipress 2mg tablets (Imported (Australia))
amp,20280811000001105,0205040S0BCACAE,Minipress 5mg tablets (Imported (Australia))
amp,934411000001100,0205040S0BEABAC,Alphavase 1 tablets (Ashbourne Pharmaceuticals Ltd)
amp,570011000001106,0205040S0BEACAD,Alphavase 2 tablets (Ashbourne Pharmaceuticals Ltd)
amp,74711000001102,0205040S0BEADAE,Alphavase 5 tablets (Ashbourne Pharmaceuticals Ltd)
amp,3147311000001105,0205040V0AAABAB,Terazosin 2mg tablets (A A H Pharmaceuticals Ltd)
amp,3148211000001103,0205040V0AAABAB,Terazosin 2mg tablets (Teva UK Ltd)
amp,3149011000001103,0205040V0AAABAB,Terazosin 2mg tablets (Mylan)
amp,3149511000001106,0205040V0AAABAB,Terazosin 2mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,3150011000001108,0205040V0AAABAB,Terazosin 2mg tablets (Kent Pharmaceuticals Ltd)
amp,3697011000001101,0205040V0AAABAB,Terazosin 2mg tablets (Zentiva)
amp,3960511000001109,0205040V0AAABAB,Terazosin 2mg tablets (Actavis UK Ltd)
amp,4576811000001106,0205040V0AAABAB,Terazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,9696911000001102,0205040V0AAABAB,Terazosin 2mg tablets (Sandoz Ltd)
amp,10293311000001107,0205040V0AAABAB,Terazosin 2mg tablets (Focus Pharmaceuticals Ltd)
amp,10412611000001107,0205040V0AAABAB,Terazosin 2mg tablets (Arrow Generics Ltd)
amp,15229411000001101,0205040V0AAABAB,Terazosin 2mg tablets (Sigma Pharmaceuticals Plc)
amp,15976011000001104,0205040V0AAABAB,Terazosin 2mg tablets (Zanza Specials International Ltd)
amp,17813411000001103,0205040V0AAABAB,Terazosin 2mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18468911000001100,0205040V0AAABAB,Terazosin 2mg tablets (Accord Healthcare Ltd)
amp,21786411000001108,0205040V0AAABAB,Terazosin 2mg tablets (Waymade Healthcare Plc)
amp,37143011000001105,0205040V0AAABAB,Terazosin 2mg tablets (Mawdsley-Brooks & Company Ltd)
amp,37822611000001101,0205040V0AAABAB,Terazosin 2mg tablets (DE Pharmaceuticals)
amp,3153511000001106,0205040V0AAACAC,Terazosin 5mg tablets (A A H Pharmaceuticals Ltd)
amp,3155911000001103,0205040V0AAACAC,Terazosin 5mg tablets (Teva UK Ltd)
amp,3156311000001109,0205040V0AAACAC,Terazosin 5mg tablets (Mylan)
amp,3156811000001100,0205040V0AAACAC,Terazosin 5mg tablets (Kent Pharmaceuticals Ltd)
amp,3157711000001106,0205040V0AAACAC,Terazosin 5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,3697211000001106,0205040V0AAACAC,Terazosin 5mg tablets (Zentiva)
amp,3960911000001102,0205040V0AAACAC,Terazosin 5mg tablets (Actavis UK Ltd)
amp,4577111000001101,0205040V0AAACAC,Terazosin 5mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,9698111000001101,0205040V0AAACAC,Terazosin 5mg tablets (Sandoz Ltd)
amp,10292711000001103,0205040V0AAACAC,Terazosin 5mg tablets (Focus Pharmaceuticals Ltd)
amp,10413011000001109,0205040V0AAACAC,Terazosin 5mg tablets (Arrow Generics Ltd)
amp,15229611000001103,0205040V0AAACAC,Terazosin 5mg tablets (Sigma Pharmaceuticals Plc)
amp,15976211000001109,0205040V0AAACAC,Terazosin 5mg tablets (Zanza Specials International Ltd)
amp,17814311000001107,0205040V0AAACAC,Terazosin 5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,20170111000001105,0205040V0AAACAC,Terazosin 5mg tablets (Accord Healthcare Ltd)
amp,21786611000001106,0205040V0AAACAC,Terazosin 5mg tablets (Waymade Healthcare Plc)
amp,37143411000001101,0205040V0AAACAC,Terazosin 5mg tablets (Mawdsley-Brooks & Company Ltd)
amp,37822811000001102,0205040V0AAACAC,Terazosin 5mg tablets (DE Pharmaceuticals)
amp,3150511000001100,0205040V0AAADAD,Terazosin 10mg tablets (A A H Pharmaceuticals Ltd)
amp,3151411000001108,0205040V0AAADAD,Terazosin 10mg tablets (Teva UK Ltd)
amp,3152011000001107,0205040V0AAADAD,Terazosin 10mg tablets (Mylan)
amp,3152511000001104,0205040V0AAADAD,Terazosin 10mg tablets (Kent Pharmaceuticals Ltd)
amp,3153011000001103,0205040V0AAADAD,Terazosin 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,3697411000001105,0205040V0AAADAD,Terazosin 10mg tablets (Zentiva)
amp,3961411000001101,0205040V0AAADAD,Terazosin 10mg tablets (Actavis UK Ltd)
amp,4577311000001104,0205040V0AAADAD,Terazosin 10mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,9698511000001105,0205040V0AAADAD,Terazosin 10mg tablets (Sandoz Ltd)
amp,10294011000001106,0205040V0AAADAD,Terazosin 10mg tablets (Focus Pharmaceuticals Ltd)
amp,10413211000001104,0205040V0AAADAD,Terazosin 10mg tablets (Arrow Generics Ltd)
amp,15229211000001100,0205040V0AAADAD,Terazosin 10mg tablets (Sigma Pharmaceuticals Plc)
amp,15976411000001108,0205040V0AAADAD,Terazosin 10mg tablets (Zanza Specials International Ltd)
amp,17814711000001106,0205040V0AAADAD,Terazosin 10mg tablets (Phoenix Healthcare Distribution Ltd)
amp,37823011000001104,0205040V0AAADAD,Terazosin 10mg tablets (DE Pharmaceuticals)
amp,3147611000001100,0205040V0BBABAB,Hytrin 2mg tablets (Advanz Pharma)
amp,3154311000001103,0205040V0BBACAC,Hytrin 5mg tablets (Advanz Pharma)
amp,3150911000001107,0205040V0BBADAD,Hytrin 10mg tablets (Advanz Pharma)
amp,3902911000001102,0205040V0BBAEAA,Hytrin tablets starter pack (Advanz Pharma)
amp,33630711000001107,0205040V0BCAAAB,Benph 2mg tablets (Mylan)
amp,33628611000001102,0205040V0BCABAC,Benph 5mg tablets (Mylan)
amp,21912111000001107,0205051AAAAAAAA,Perindopril tosilate 2.5mg tablets (Teva UK Ltd)
amp,21927111000001101,0205051AAAAAAAA,Perindopril tosilate 2.5mg tablets (A A H Pharmaceuticals Ltd)
amp,29983911000001108,0205051AAAAAAAA,Perindopril tosilate 2.5mg tablets (Sigma Pharmaceuticals Plc)
amp,21912411000001102,0205051AAAAABAB,Perindopril tosilate 5mg tablets (Teva UK Ltd)
amp,21927511000001105,0205051AAAAABAB,Perindopril tosilate 5mg tablets (A A H Pharmaceuticals Ltd)
amp,29984111000001107,0205051AAAAABAB,Perindopril tosilate 5mg tablets (Sigma Pharmaceuticals Plc)
amp,21912711000001108,0205051AAAAACAC,Perindopril tosilate 10mg tablets (Teva UK Ltd)
amp,21927711000001100,0205051AAAAACAC,Perindopril tosilate 10mg tablets (A A H Pharmaceuticals Ltd)
amp,29983711000001106,0205051AAAAACAC,Perindopril tosilate 10mg tablets (Sigma Pharmaceuticals Plc)
amp,21911811000001109,0205051ABAAAAAA,Perindopril tosilate 5mg / Indapamide 1.25mg tablets (Teva UK Ltd)
amp,21927911000001103,0205051ABAAAAAA,Perindopril tosilate 5mg / Indapamide 1.25mg tablets (A A H Pharmaceuticals Ltd)
amp,23971811000001107,0205051ACAAAAAA,Perindopril erbumine 4mg / Amlodipine 5mg tablets (Consilient Health Ltd)
amp,24603111000001106,0205051ACAAAAAA,Perindopril erbumine 4mg / Amlodipine 5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,24618711000001103,0205051ACAAAAAA,Perindopril erbumine 4mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd)
amp,23972111000001105,0205051ACAAABAB,Perindopril erbumine 4mg / Amlodipine 10mg tablets (Consilient Health Ltd)
amp,24603311000001108,0205051ACAAABAB,Perindopril erbumine 4mg / Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,24618911000001101,0205051ACAAABAB,Perindopril erbumine 4mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd)
amp,23972411000001100,0205051ACAAACAC,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Consilient Health Ltd)
amp,24603711000001107,0205051ACAAACAC,Perindopril erbumine 8mg / Amlodipine 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,24619311000001108,0205051ACAAACAC,Perindopril erbumine 8mg / Amlodipine 10mg tablets (A A H Pharmaceuticals Ltd)
amp,23972711000001106,0205051ACAAADAD,Perindopril erbumine 8mg / Amlodipine 5mg tablets (Consilient Health Ltd)
amp,24603511000001102,0205051ACAAADAD,Perindopril erbumine 8mg / Amlodipine 5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,24619111000001106,0205051ACAAADAD,Perindopril erbumine 8mg / Amlodipine 5mg tablets (A A H Pharmaceuticals Ltd)
amp,4041111000001109,0205051C0BBAAAA,Perdix 7.5mg tablets (UCB Pharma Ltd)
amp,4040311000001101,0205051C0BBABAB,Perdix 15mg tablets (UCB Pharma Ltd)
amp,21304711000001108,0205051E0AAAEAE,Cilazapril 5mg tablets (Genesis Pharmaceuticals Ltd)
amp,21676211000001105,0205051E0AAAEAE,Cilazapril 5mg tablets (A A H Pharmaceuticals Ltd)
amp,23647711000001108,0205051E0AAAEAE,Cilazapril 5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,23997011000001100,0205051E0AAAEAE,Cilazapril 5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,29787511000001100,0205051E0AAAEAE,Cilazapril 5mg tablets (Sigma Pharmaceuticals Plc)
amp,30029911000001108,0205051E0AAAEAE,Cilazapril 5mg tablets (DE Pharmaceuticals)
amp,30769211000001105,0205051E0AAAEAE,Cilazapril 5mg tablets (Ennogen Healthcare Ltd)
amp,31356011000001106,0205051E0AAAEAE,Cilazapril 5mg tablets (J M McGill Ltd)
amp,3740211000001108,0205051E0BBABAB,Vascace 500microgram tablets (Roche Products Ltd)
amp,3669711000001105,0205051E0BBACAC,Vascace 1mg tablets (Roche Products Ltd)
amp,3672411000001101,0205051E0BBADAD,Vascace 2.5mg tablets (Roche Products Ltd)
amp,3671311000001104,0205051E0BBAEAE,Vascace 5mg tablets (Roche Products Ltd)
amp,8743811000001101,0205051F0AAA2A2,Captopril 4mg capsules (Special Order)
amp,19311000001107,0205051F0AAADAD,Captopril 12.5mg tablets (Teva UK Ltd)
amp,226411000001105,0205051F0AAADAD,Captopril 12.5mg tablets (A A H Pharmaceuticals Ltd)
amp,332211000001104,0205051F0AAADAD,Captopril 12.5mg tablets (Mylan)
amp,605411000001105,0205051F0AAADAD,Captopril 12.5mg tablets (Actavis UK Ltd)
amp,653311000001105,0205051F0AAADAD,Captopril 12.5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,654711000001106,0205051F0AAADAD,Captopril 12.5mg tablets (Sandoz Ltd)
amp,665411000001109,0205051F0AAADAD,Captopril 12.5mg tablets (Kent Pharmaceuticals Ltd)
amp,762711000001100,0205051F0AAADAD,Captopril 12.5mg tablets (Sterwin Medicines)
amp,13741311000001109,0205051F0AAADAD,Captopril 12.5mg tablets (Tillomed Laboratories Ltd)
amp,15987811000001100,0205051F0AAADAD,Captopril 12.5mg tablets (Bristol Laboratories Ltd)
amp,17819311000001108,0205051F0AAADAD,Captopril 12.5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,21814111000001106,0205051F0AAADAD,Captopril 12.5mg tablets (Waymade Healthcare Plc)
amp,22627311000001101,0205051F0AAADAD,Captopril 12.5mg tablets (DE Pharmaceuticals)
amp,23478811000001103,0205051F0AAADAD,Captopril 12.5mg tablets (Accord Healthcare Ltd)
amp,29778211000001107,0205051F0AAADAD,Captopril 12.5mg tablets (Sigma Pharmaceuticals Plc)
amp,260611000001102,0205051F0AAAEAE,Captopril 25mg tablets (Mylan)
amp,303411000001102,0205051F0AAAEAE,Captopril 25mg tablets (A A H Pharmaceuticals Ltd)
amp,345711000001101,0205051F0AAAEAE,Captopril 25mg tablets (Kent Pharmaceuticals Ltd)
amp,424411000001101,0205051F0AAAEAE,Captopril 25mg tablets (Teva UK Ltd)
amp,501411000001104,0205051F0AAAEAE,Captopril 25mg tablets (Actavis UK Ltd)
amp,614411000001107,0205051F0AAAEAE,Captopril 25mg tablets (Sandoz Ltd)
amp,670111000001104,0205051F0AAAEAE,Captopril 25mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,762611000001109,0205051F0AAAEAE,Captopril 25mg tablets (Sterwin Medicines)
amp,13741611000001104,0205051F0AAAEAE,Captopril 25mg tablets (Tillomed Laboratories Ltd)
amp,15988011000001107,0205051F0AAAEAE,Captopril 25mg tablets (Bristol Laboratories Ltd)
amp,17819611000001103,0205051F0AAAEAE,Captopril 25mg tablets (Phoenix Healthcare Distribution Ltd)
amp,21815211000001104,0205051F0AAAEAE,Captopril 25mg tablets (Waymade Healthcare Plc)
amp,22627511000001107,0205051F0AAAEAE,Captopril 25mg tablets (DE Pharmaceuticals)
amp,23479311000001101,0205051F0AAAEAE,Captopril 25mg tablets (Accord Healthcare Ltd)
amp,29778411000001106,0205051F0AAAEAE,Captopril 25mg tablets (Sigma Pharmaceuticals Plc)
amp,3911000001107,0205051F0AAAFAF,Captopril 50mg tablets (Teva UK Ltd)
amp,212311000001105,0205051F0AAAFAF,Captopril 50mg tablets (Sandoz Ltd)
amp,248011000001100,0205051F0AAAFAF,Captopril 50mg tablets (Actavis UK Ltd)
amp,291911000001104,0205051F0AAAFAF,Captopril 50mg tablets (Kent Pharmaceuticals Ltd)
amp,429211000001101,0205051F0AAAFAF,Captopril 50mg tablets (A A H Pharmaceuticals Ltd)
amp,805111000001105,0205051F0AAAFAF,Captopril 50mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,827011000001105,0205051F0AAAFAF,Captopril 50mg tablets (Sterwin Medicines)
amp,829011000001101,0205051F0AAAFAF,Captopril 50mg tablets (Mylan)
amp,13741911000001105,0205051F0AAAFAF,Captopril 50mg tablets (Tillomed Laboratories Ltd)
amp,15988211000001102,0205051F0AAAFAF,Captopril 50mg tablets (Bristol Laboratories Ltd)
amp,17820311000001109,0205051F0AAAFAF,Captopril 50mg tablets (Phoenix Healthcare Distribution Ltd)
amp,21815711000001106,0205051F0AAAFAF,Captopril 50mg tablets (Waymade Healthcare Plc)
amp,22627711000001102,0205051F0AAAFAF,Captopril 50mg tablets (DE Pharmaceuticals)
amp,23479611000001106,0205051F0AAAFAF,Captopril 50mg tablets (Accord Healthcare Ltd)
amp,29778611000001109,0205051F0AAAFAF,Captopril 50mg tablets (Sigma Pharmaceuticals Plc)
amp,8807311000001106,0205051F0AAAHAH,Captopril 3mg oral powder sachets (Special Order)
amp,11484511000001105,0205051F0AAAIAI,Captopril 5mg tablets (Special Order)
amp,8743511000001104,0205051F0AAAKAK,Captopril 2mg capsules (Special Order)
amp,15530311000001109,0205051F0AABKBK,Captopril 1.5mg capsules (Special Order)
amp,8325911000001108,0205051F0AABNBN,Captopril 5mg/5ml oral solution (Special Order)
amp,8328611000001108,0205051F0AABNBN,Captopril 5mg/5ml oral suspension (Special Order)
amp,8315311000001103,0205051F0AABPBP,Captopril 20mg/5ml oral solution (Special Order)
amp,8316011000001105,0205051F0AABPBP,Captopril 20mg/5ml oral suspension (Special Order)
amp,8310711000001109,0205051F0AABRBR,Captopril 10mg/5ml oral solution (Special Order)
amp,8311111000001102,0205051F0AABRBR,Captopril 10mg/5ml oral suspension (Special Order)
amp,12311611000001100,0205051F0AABSBS,Captopril 5.4mg/5ml oral solution (Special Order)
amp,8312811000001100,0205051F0AABTBT,Captopril 12.5mg/5ml oral solution (Special Order)
amp,8314111000001104,0205051F0AABTBT,Captopril 12.5mg/5ml oral suspension (Special Order)
amp,8311611000001105,0205051F0AABVBV,Captopril 1.25mg/5ml oral solution (Special Order)
amp,8312211000001101,0205051F0AABVBV,Captopril 1.25mg/5ml oral suspension (Special Order)
amp,8317011000001108,0205051F0AABWBW,Captopril 25mg/5ml oral solution (Special Order)
amp,8317611000001101,0205051F0AABWBW,Captopril 25mg/5ml oral suspension (Special Order)
amp,8322411000001108,0205051F0AABXBX,Captopril 6.25mg/5ml oral solution (Special Order)
amp,8322811000001105,0205051F0AABXBX,Captopril 6.25mg/5ml oral suspension (Special Order)
amp,8315611000001108,0205051F0AABYBY,Captopril 2.5mg/5ml oral solution (Special Order)
amp,8316711000001107,0205051F0AABYBY,Captopril 2.5mg/5ml oral suspension (Special Order)
amp,8317311000001106,0205051F0AABZBZ,Captopril 2mg/5ml oral solution (Special Order)
amp,8317911000001107,0205051F0AABZBZ,Captopril 2mg/5ml oral suspension (Special Order)
amp,8321211000001102,0205051F0AACACA,Captopril 50mg/5ml oral solution (Special Order)
amp,8321811000001101,0205051F0AACACA,Captopril 50mg/5ml oral suspension (Special Order)
amp,12305711000001109,0205051F0AACCCC,Captopril 100micrograms/5ml oral solution (Special Order)
amp,8324011000001105,0205051F0AACDCD,Captopril 3mg/5ml oral solution (Special Order)
amp,8324811000001104,0205051F0AACDCD,Captopril 3mg/5ml oral suspension (Special Order)
amp,8325411000001100,0205051F0AACECE,Captopril 7.5mg/5ml oral solution (Special Order)
amp,8326511000001108,0205051F0AACECE,Captopril 7.5mg/5ml oral suspension (Special Order)
amp,8320111000001102,0205051F0AACFCF,Captopril 500micrograms/5ml oral solution (Special Order)
amp,8320611000001105,0205051F0AACFCF,Captopril 500micrograms/5ml oral suspension (Special Order)
amp,8313311000001104,0205051F0AACGCG,Captopril 15mg/5ml oral solution (Special Order)
amp,8313911000001103,0205051F0AACGCG,Captopril 15mg/5ml oral suspension (Special Order)
amp,8322111000001103,0205051F0AACHCH,Captopril 4mg/5ml oral solution (Special Order)
amp,8323311000001106,0205051F0AACHCH,Captopril 4mg/5ml oral suspension (Special Order)
amp,8319811000001105,0205051F0AACICI,Captopril 3.125mg/5ml oral solution (Special Order)
amp,8320811000001109,0205051F0AACICI,Captopril 3.125mg/5ml oral suspension (Special Order)
amp,8315811000001107,0205051F0AACJCJ,Captopril 1mg/5ml oral solution (Special Order)
amp,8316411000001101,0205051F0AACJCJ,Captopril 1mg/5ml oral suspension (Special Order)
amp,12321411000001107,0205051F0AACKCK,Captopril 7mg/5ml oral solution (Special Order)
amp,8324711000001107,0205051F0AACLCL,Captopril 9mg/5ml oral solution (Special Order)
amp,8325311000001107,0205051F0AACLCL,Captopril 9mg/5ml oral suspension (Special Order)
amp,8313211000001107,0205051F0AACNCN,Captopril 1.5mg/5ml oral solution (Special Order)
amp,8314011000001100,0205051F0AACNCN,Captopril 1.5mg/5ml oral suspension (Special Order)
amp,8329511000001103,0205051F0AACRCR,Captopril 6mg/5ml oral solution (Special Order)
amp,8331311000001107,0205051F0AACRCR,Captopril 6mg/5ml oral suspension (Special Order)
amp,15864611000001102,0205051F0AACTCT,Captopril 5mg/ml oral solution sugar free (Special Order)
amp,12310711000001101,0205051F0AACUCU,Captopril 3.5mg/5ml oral solution (Special Order)
amp,12307911000001101,0205051F0AACXCX,Captopril 15.625mg/5ml oral solution (Special Order)
amp,12311311000001105,0205051F0AACYCY,Captopril 30mg/5ml oral solution (Special Order)
amp,12309211000001104,0205051F0AACZCZ,Captopril 18.5mg/5ml oral solution (Special Order)
amp,8318611000001102,0205051F0AADADA,Captopril 3.25mg/5ml oral solution (Special Order)
amp,8319211000001109,0205051F0AADADA,Captopril 3.25mg/5ml oral suspension (Special Order)
amp,12306011000001103,0205051F0AADCDC,Captopril 100mg/5ml oral solution (Special Order)
amp,12282211000001100,0205051F0AADDDD,Captopril 1.6mg/5ml oral solution (Special Order)
amp,12322411000001102,0205051F0AADEDE,Captopril 8mg/5ml oral solution (Special Order)
amp,19813411000001106,0205051F0AADEDE,Captopril 8mg/5ml oral suspension (Special Order)
amp,12306511000001106,0205051F0AADFDF,Captopril 12mg/5ml oral solution (Special Order)
amp,12283411000001105,0205051F0AADGDG,Captopril 1.75mg/5ml oral solution (Special Order)
amp,12308611000001106,0205051F0AADJDJ,Captopril 17.5mg/5ml oral solution (Special Order)
amp,8325711000001106,0205051F0AADLDL,Captopril 31.25mg/5ml oral solution (Special Order)
amp,8327811000001108,0205051F0AADLDL,Captopril 31.25mg/5ml oral suspension (Special Order)
amp,12309811000001103,0205051F0AADMDM,Captopril 22.5mg/5ml oral solution (Special Order)
amp,12344411000001106,0205051F0AADNDN,Captopril 62.5mg/5ml oral solution (Special Order)
amp,8314611000001107,0205051F0AADPDP,Captopril 17mg/5ml oral solution (Special Order)
amp,8314911000001101,0205051F0AADPDP,Captopril 17mg/5ml oral suspension (Special Order)
amp,8311911000001104,0205051F0AADQDQ,Captopril 11.25mg/5ml oral solution (Special Order)
amp,8312311000001109,0205051F0AADQDQ,Captopril 11.25mg/5ml oral suspension (Special Order)
amp,8323611000001101,0205051F0AADSDS,Captopril 6.5mg/5ml oral solution (Special Order)
amp,8324211000001100,0205051F0AADSDS,Captopril 6.5mg/5ml oral suspension (Special Order)
amp,14790711000001107,0205051F0AADUDU,Captopril 50mg capsules (Special Order)
amp,35547011000001109,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (Teva UK Ltd)
amp,35578311000001107,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
amp,35726411000001101,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (Thame Laboratories Ltd)
amp,35734911000001104,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (BCM Specials Ltd)
amp,36326411000001100,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)
amp,36467911000001107,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
amp,37111211000001107,0205051F0AADZDZ,Captopril 25mg/5ml oral solution sugar free (DE Pharmaceuticals)
